"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: cacheEntryOverhead","Param: cacheMB","Param: fillByte","Param: preparation","Param: valueSize"
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.9999","sample",1,1,13707.918400,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p1.00","sample",1,1,2494464.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical","sample",1,3304142,623.802554,1.012128,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.00","sample",1,1,125.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.50","sample",1,1,583.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.90","sample",1,1,708.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.95","sample",1,1,709.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.99","sample",1,1,791.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.999","sample",1,1,6248.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.9999","sample",1,1,14736.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p1.00","sample",1,1,458240.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical","sample",1,2894357,773.456879,0.795056,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.00","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.50","sample",1,1,750.000000,NaN,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.90","sample",1,1,875.000000,NaN,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.95","sample",1,1,917.000000,NaN,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.99","sample",1,1,1166.000000,NaN,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.999","sample",1,1,4872.000000,NaN,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.9999","sample",1,1,16466.054400,NaN,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p1.00","sample",1,1,167424.000000,NaN,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical","sample",1,3275694,1236.220744,3.514797,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.00","sample",1,1,791.000000,NaN,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.50","sample",1,1,1084.000000,NaN,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.90","sample",1,1,1458.000000,NaN,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.95","sample",1,1,1458.000000,NaN,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.99","sample",1,1,1584.000000,NaN,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.999","sample",1,1,6160.000000,NaN,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.9999","sample",1,1,20539.552000,NaN,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p1.00","sample",1,1,2818048.000000,NaN,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical","sample",1,3870287,1930.125222,4.964141,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.00","sample",1,1,1250.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.50","sample",1,1,2208.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.90","sample",1,1,2248.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.95","sample",1,1,2248.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.99","sample",1,1,2456.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.999","sample",1,1,6872.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.9999","sample",1,1,20864.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p1.00","sample",1,1,4923392.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical","sample",1,3292874,2873.287478,4.012662,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.00","sample",1,1,2042.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.50","sample",1,1,2500.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.90","sample",1,1,3872.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.95","sample",1,1,3872.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.99","sample",1,1,4080.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.999","sample",1,1,8944.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p0.9999","sample",1,1,32026.400000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetCritical:putFromIndirectByteBufferGetCritical·p1.00","sample",1,1,2527232.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,4091148,503.082765,0.786317,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,83.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.90","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.95","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.99","sample",1,1,583.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.999","sample",1,1,5496.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.9999","sample",1,1,12528.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p1.00","sample",1,1,563200.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,4119789,498.487696,0.555991,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,125.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.90","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.95","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.99","sample",1,1,542.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.999","sample",1,1,2748.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.9999","sample",1,1,13872.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p1.00","sample",1,1,120704.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,3940845,520.422900,1.247497,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,167.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.90","sample",1,1,542.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.95","sample",1,1,542.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.99","sample",1,1,583.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.999","sample",1,1,3080.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.9999","sample",1,1,11582.646400,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p1.00","sample",1,1,1093632.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,3800969,538.756256,1.637829,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,125.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,541.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.90","sample",1,1,542.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.95","sample",1,1,542.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.99","sample",1,1,584.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.999","sample",1,1,3040.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.9999","sample",1,1,10827.344000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p1.00","sample",1,1,1785856.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,3113452,656.107528,0.764468,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,292.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,625.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.90","sample",1,1,708.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.95","sample",1,1,750.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.99","sample",1,1,792.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.999","sample",1,1,4456.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.9999","sample",1,1,13647.425600,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p1.00","sample",1,1,292864.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,2774553,789.060730,0.719162,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,542.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,750.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.90","sample",1,1,834.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.95","sample",1,1,916.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.99","sample",1,1,1000.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.999","sample",1,1,4160.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.9999","sample",1,1,15100.995200,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p1.00","sample",1,1,111488.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,3490558,1157.468155,1.726882,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,833.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,1042.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.90","sample",1,1,1500.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.95","sample",1,1,1500.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.99","sample",1,1,1584.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.999","sample",1,1,5416.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.9999","sample",1,1,18558.211200,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p1.00","sample",1,1,1632256.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,3305587,1842.285273,1.940472,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,1332.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,1624.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.90","sample",1,1,2372.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.95","sample",1,1,2372.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.99","sample",1,1,2540.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.999","sample",1,1,7288.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.9999","sample",1,1,23498.355200,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p1.00","sample",1,1,1605632.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,3064793,5212.496121,2.948783,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,2832.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,5160.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.90","sample",1,1,5744.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.95","sample",1,1,5872.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.99","sample",1,1,6288.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.999","sample",1,1,12240.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.9999","sample",1,1,40704.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p1.00","sample",1,1,1722368.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements","sample",1,4077518,503.508274,0.629928,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.00","sample",1,1,125.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetElements:putFromIndirectByteBufferGetElements·p0.50","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,copyin,10
