"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: cacheEntryOverhead","Param: cacheMB","Param: fillByte","Param: preparation","Param: valueSize"
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.95","sample",1,1,2084.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.99","sample",1,1,2288.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.999","sample",1,1,6576.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.9999","sample",1,1,20928.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p1.00","sample",1,1,1423360.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical","sample",1,3248153,3081.725139,2.788605,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.00","sample",1,1,1874.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.50","sample",1,1,3624.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.90","sample",1,1,3664.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.95","sample",1,1,3664.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.99","sample",1,1,3916.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.999","sample",1,1,10288.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p0.9999","sample",1,1,38219.814400,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayCritical:putFromByteArrayCritical·p1.00","sample",1,1,1869824.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3317072,315.831942,0.887545,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,292.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,2248.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,11872.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,584704.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3292326,325.092768,12.742032,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,292.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,2288.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,10032.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,10895360.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3059721,342.157885,0.633086,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,333.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,2580.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,12496.889600,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,135936.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,2893322,361.737695,1.990540,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,416.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,2584.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,13008.099200,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,1648640.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,4317411,476.364433,1.890616,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,458.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,542.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,583.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,625.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,2416.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,11708.422400,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,2392064.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3353288,612.165966,2.693443,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,208.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,583.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,708.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,709.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,792.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,3872.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,13744.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,2465792.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,4093337,987.464405,1.484844,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,583.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,875.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,1332.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,1334.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,1374.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,4704.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,17024.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,1622016.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3311019,1601.909515,2.836018,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,1082.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,1374.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,2164.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,2208.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,2292.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,6704.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,22140.736000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,1906688.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3371172,4731.306765,2.249844,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,2748.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,4704.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,5120.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,5248.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,5584.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,11152.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,39232.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,1918976.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3281018,317.982588,0.697897,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,292.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,2292.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,10944.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,444416.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3255087,321.697580,1.700665,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,333.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,2292.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,11696.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,1568768.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3027646,344.271124,2.057946,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,42.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,333.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,334.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,2456.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,12258.824000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,1779712.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,2804900,373.703728,3.525744,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,417.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,3164.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,15664.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,2383872.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,3959876,518.018533,1.878654,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,83.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.50","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.90","sample",1,1,584.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.95","sample",1,1,625.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.99","sample",1,1,667.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.999","sample",1,1,2832.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.9999","sample",1,1,13408.590400,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p1.00","sample",1,1,1507328.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements","sample",1,2933464,700.331367,0.957882,"ns/op",1024,1,17,copyin,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromByteArrayGetElements:putFromByteArrayGetElements·p0.00","sample",1,1,333.000000,NaN,"ns/op",1024,1,17,copyin,8192
